AGE,GENDER,CAREER,ACAD_LEVEL,ACAD_LOAD,HOURS_ENROLLED,ACAD_ORG,TRANSACTION_AMOUNT,TANSACTION_COUNT
25,Male,Undergraduate,Senior,Enrolled Half-Time,7,SUNY at Buffalo,1019.16,105
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,8.05,1
24,Male,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,54.28,63
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Nursing,12.29,28
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,326.92,159
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,9.04,17
23,Male,Undergraduate,Senior,Enrolled Half-Time,8,SUNY at Buffalo,0.14,1
22,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Buffalo,109.13,74
23,Female,Undergraduate,Senior,Less than Half-Time,3,College of Education,6.96,6
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Brockport,22.92,121
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,11.42,32
23,Female,Undergraduate,Senior,Three Quarter Time,9,SUNY at Buffalo,13.41,21
23,Female,Undergraduate,Junior,Enrolled Full-Time,12,University College,3.12,25
24,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Health Professions,12.41,9
23,Female,Undergraduate,Senior,Less than Half-Time,3,College of Health Professions,6.11,19
21,Male,Undergraduate,Junior,Enrolled Full-Time,12,College of Business Administration,243.93,139
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Health Professions,1.92,7
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,28.94,85
23,Male,Undergraduate,Senior,Enrolled Half-Time,8,College of Engineering,9.73,17
25,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Health Professions,11.14,58
23,Female,Undergraduate,Freshman,Less than Half-Time,3,Health Sciences & Human Services,15.81,28
25,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,Syracuse University,16.37,23
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,Syracuse University,817.96,171
22,Female,Undergraduate,Junior,Less than Half-Time,4,University College,2.03,6
48,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Business Administration,104.66,141
20,Female,Undergraduate,Freshman,Enrolled Full-Time,12,University College,6.68,8
23,Female,Undergraduate,Senior,Enrolled Full-Time,14,College of Health Professions,8.8,19
23,Female,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,3.47,23
44,Female,Undergraduate,Freshman,Enrolled Half-Time,7,Syracuse University,34.22,54
23,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,College of Education,37.87,50
23,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,881.21,151
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,Syracuse University,42.3,102
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Engineering,156.98,144
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,Health Sciences & Human Services,22.34,7
24,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,SUNY at Buffalo,3.41,32
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,19.29,75
22,Male,Undergraduate,Senior,Enrolled Full-Time,23,Syracuse University,175.46,66
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,Syracuse University,33.95,25
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Nursing,5.67,23
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,20,College of Education,35.38,91
23,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,5.74,20
22,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Business Administration,19.86,46
24,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,8.02,48
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Health Professions,9.74,25
22,Male,Graduate,Graduate,Enrolled Full-Time,11,College of Education,1.14,22
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,1355.49,233
46,Female,Undergraduate,Senior,Enrolled Full-Time,12,Syracuse University,1.84,4
24,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,8.53,6
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Buffalo,9.2,14
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,0.94,26
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,2874.23,191
22,Male,Undergraduate,Sophomore,Three Quarter Time,11,University College,5.61,12
23,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,7.35,19
21,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,5.46,22
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,23.68,83
24,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,30.93,150
23,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,15.24,27
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,8.18,48
26,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,11,College of Engineering,8.46,15
23,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,23.18,97
24,Female,Undergraduate,Junior,Enrolled Half-Time,6,Syracuse University,21.64,25
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,32.49,66
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,28.66,108
37,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,31.34,17
21,Female,Undergraduate,Senior,Three Quarter Time,11,SUNY at Buffalo,140.24,30
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,6.09,31
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Buffalo,19.05,7
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,College of Education,5.53,22
22,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,Syracuse University,0,11
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,19.08,33
24,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,112.42,70
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Brockport,21.75,74
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,236.28,111
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,6.2,14
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,7.66,22
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,1230.69,125
32,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,10.81,21
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,17.21,125
35,Female,Graduate,Graduate,Less than Half-Time,1,SUNY at Binghamton,130.72,130
23,Male,Graduate,Graduate,Enrolled Full-Time,14,College of Engineering,8.47,24
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,7,SUNY at Buffalo,85.31,17
22,Male,Undergraduate,Senior,Three Quarter Time,10,College of Business Administration,25.87,44
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Brockport,12.16,20
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,4102.28,368
19,Male,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,2681.86,544
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,3.71,7
45,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,49.93,131
21,Female,Undergraduate,Freshman,Three Quarter Time,10,Syracuse University,72.2,101
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Education,7.14,15
22,Female,Undergraduate,Freshman,Three Quarter Time,11,Syracuse University,3.47,10
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,College of Health Professions,30.49,91
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Education,545.61,140
22,Female,Undergraduate,Junior,Enrolled Full-Time,16,SUNY at Buffalo,37.41,41
23,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Brockport,9.87,17
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,13.12,69
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,846.78,109
23,Male,Undergraduate,Senior,Three Quarter Time,9,College of Business Administration,1266.24,54
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,16.89,37
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,17.29,15
23,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,College of Business Administration,68.44,113
31,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,272.41,70
21,Female,Law,Law Day - Year 2,Enrolled Full-Time,13,School of Law,9.04,54
31,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,17.52,114
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,11.23,42
21,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,College of Business Administration,19.51,39
34,Female,Undergraduate,Senior,Three Quarter Time,10,Syracuse University,106.13,54
21,Female,Undergraduate,Junior,Enrolled Full-Time,15,College of Health Professions,4.66,22
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,5.24,17
27,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,13.36,52
69,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,101.07,8
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,10.89,50
24,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,University College,12.06,31
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,28.77,15
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,6.72,10
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,20.17,31
25,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,16.87,64
22,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,10.98,23
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,1135.01,218
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Education,28.41,76
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Education,40.68,50
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Engineering,0,1
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,College of Education,2514.07,234
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,23.82,42
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,17.02,51
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,SUNY at Buffalo,21.1,157
23,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,Creative & Professional Arts,8.02,15
23,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,3.69,22
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,Syracuse University,0.14,2
20,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,57.46,14
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,1013.6,178
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Engineering,127.8,99
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,1.82,4
21,Male,Undergraduate,Senior,No Unit Load,0,College of Engineering,1106.51,166
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,9.14,26
24,Male,Undergraduate,Senior,Three Quarter Time,9,SUNY at Brockport,1.34,12
23,Female,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,17.37,100
20,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,844.53,205
20,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,SUNY at Buffalo,0.84,13
22,Male,Undergraduate,Senior,Three Quarter Time,9,College of Business Administration,9.28,32
23,Female,Undergraduate,Senior,Three Quarter Time,11,SUNY at Buffalo,6.11,14
22,Female,Undergraduate,Senior,Enrolled Full-Time,22,Creative & Professional Arts,74.66,161
28,Male,Undergraduate,Sophomore,Enrolled Half-Time,8,University College,0,1
21,Female,Undergraduate,Junior,Less than Half-Time,5,Syracuse University,0,1
22,Male,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Buffalo,702.49,91
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Buffalo,20.51,51
36,Female,Undergraduate,Senior,Enrolled Half-Time,7,College of Education,11.25,5
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,19,College of Business Administration,1298.77,134
25,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,College of Business Administration,30.9,127
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,20,SUNY at Buffalo,3.99,18
23,Male,Undergraduate,Junior,Enrolled Full-Time,19,Syracuse University,0,10
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,3.26,14
24,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,Creative & Professional Arts,2,1
44,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,32.63,144
30,Female,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,974.77,210
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,9.03,27
23,Female,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,4.41,20
28,Female,Law,Law Evening - Year 4,Enrolled Half-Time,6,School of Law,5.16,10
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,1,SUNY at Buffalo,1.23,11
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,51.41,110
23,Male,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,85.62,20
23,Female,Undergraduate,Sophomore,Three Quarter Time,10,SUNY at Brockport,6.13,33
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Business Administration,2091.29,455
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,College of Education,8.19,38
20,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,79.75,74
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Education,673.59,90
22,Female,Undergraduate,Junior,Enrolled Half-Time,7,Syracuse University,0.07,2
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,College of Education,75.94,193
23,Male,Undergraduate,Senior,No Unit Load,0,College of Engineering,326.79,86
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Engineering,0,1
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Education,246.69,67
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,44.69,73
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,1.75,9
23,Male,Undergraduate,5th Year Undergraduate,No Unit Load,0,SUNY at Brockport,424.78,130
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Buffalo,2.21,8
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,58.71,63
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Health Professions,808.1,229
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,4.79,49
20,Male,Undergraduate,Sophomore,Enrolled Half-Time,7,SUNY at Brockport,1348.19,122
23,Male,Undergraduate,Senior,Three Quarter Time,9,College of Education,59.66,63
27,Female,Undergraduate,Junior,Three Quarter Time,10,Syracuse University,50.51,36
22,Female,Undergraduate,Senior,Less than Half-Time,4,SUNY at Buffalo,924.02,96
32,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,39.31,119
21,Male,Undergraduate,Junior,Less than Half-Time,1,College of Business Administration,1.28,5
23,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,575.79,122
24,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,1031.01,132
22,Male,Undergraduate,Senior,Three Quarter Time,11,College of Business Administration,8.55,15
23,Female,Undergraduate,Junior,Three Quarter Time,9,College of Health Professions,21.7,23
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,7.27,73
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,8.44,14
38,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,7,Syracuse University,14.6,43
21,Male,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Buffalo,0,5
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,SUNY at Buffalo,195.06,141
27,Female,Law,Law Evening - Year 4,Enrolled Half-Time,6,School of Law,12.95,45
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,2.07,11
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,18.83,56
33,Male,Undergraduate,Sophomore,Enrolled Half-Time,6,College of Health Professions,7.79,33
21,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,1815.63,351
